,INI_SIGN_MONTH,INI_CONTRACT_TYPE,CONTRACT1_TYPE,CONTRACT2_TYPE,CONTRACT3_TYPE,CONTRACTS,CONTRACTS_GR,DUR_INI_FIRST,DUR_INI_SECOND,DUR_INI_THIRD,DUR_FIRST_SECOND,DUR_FIRST_THIRD,DUR_SECOND_THIRD,CLIENTS
20771,2021-05-01,CD,CD,CD,CD,4,3+,2.0,15.0,21.0,13.0,19.0,6.0,1
20772,2021-07-01,CD,CD,TW,CD,3,3,9.0,15.0,31.0,6.0,22.0,16.0,1
20773,2021-07-01,CD,CD,CD,CD,4,3+,13.0,13.0,29.0,0.0,16.0,16.0,1
20774,2021-06-01,CD,CD,CL,CD,5,3+,6.0,20.0,25.0,14.0,19.0,5.0,1
20775,2021-06-01,CD,CC,CL,NC,2,2,0.0,2.0,,2.0,,,1
20776,2021-05-01,CD,CD,CL,CC,4,3+,12.0,23.0,30.0,11.0,18.0,7.0,1
20777,2021-05-01,CD,CD,CD,CD,7,3+,6.0,9.0,16.0,3.0,10.0,7.0,1
20778,2021-07-01,CD,CD,CD,CD,3,3,9.0,26.0,28.0,17.0,19.0,2.0,1
20779,2021-07-01,CD,CD,CD,CD,3,3,11.0,15.0,37.0,4.0,26.0,22.0,1
20780,2021-05-01,CD,TW,CD,NC,2,2,7.0,33.0,,26.0,,,1
20781,2021-07-01,CD,CD,CD,CD,3,3,4.0,13.0,38.0,9.0,34.0,25.0,1
20782,2021-06-01,CD,CD,CL,NC,2,2,7.0,7.0,,0.0,,,2
20783,2021-05-01,CD,CD,CD,CD,3,3,14.0,18.0,27.0,4.0,13.0,9.0,1
20784,2021-06-01,CD,CD,CD,CD,3,3,4.0,27.0,31.0,23.0,27.0,4.0,1
20785,2021-05-01,CD,CD,CD,CD,4,3+,10.0,28.0,36.0,18.0,26.0,8.0,1
20786,2021-07-01,CC,CC,CL,CL,4,3+,15.0,20.0,31.0,5.0,16.0,11.0,1
20787,2021-05-01,CD,CD,CD,CD,5,3+,5.0,6.0,12.0,1.0,7.0,6.0,1
20788,2021-05-01,CD,CD,CD,HPL,3,3,34.0,40.0,40.0,6.0,6.0,0.0,1
20789,2021-05-01,CC,CC,CD,NC,2,2,16.0,35.0,,19.0,,,1
20790,2021-05-01,CD,CD,CD,CD,4,3+,4.0,23.0,31.0,19.0,27.0,8.0,1
20791,2021-07-01,CC,CL,CC,NC,2,2,12.0,25.0,,13.0,,,1
20792,2021-05-01,CD,CD,CD,CD,5,3+,5.0,9.0,18.0,4.0,13.0,9.0,2
20793,2021-06-01,CD,CD,TW,CC,4,3+,9.0,34.0,34.0,25.0,25.0,0.0,1
20794,2021-05-01,CD,CD,CD,CD,3,3,3.0,4.0,24.0,1.0,21.0,20.0,1
20795,2021-05-01,CD,CL,CD,NC,2,2,11.0,27.0,,16.0,,,2
20796,2021-05-01,CD,CD,CD,CD,4,3+,7.0,11.0,15.0,4.0,8.0,4.0,1
20797,2021-05-01,CD,CD,CC,NC,2,2,11.0,36.0,,25.0,,,1
20798,2021-05-01,CD,CD,CD,CD,3,3,4.0,4.0,15.0,0.0,11.0,11.0,1
20799,2021-06-01,CD,CC,CD,NC,2,2,0.0,14.0,,14.0,,,1
20800,2021-05-01,CD,CD,CD,CD,4,3+,4.0,21.0,29.0,17.0,25.0,8.0,1
20801,2021-05-01,CD,CD,CD,CD,3,3,10.0,16.0,33.0,6.0,23.0,17.0,1
20802,2021-05-01,CD,CD,CD,CD,5,3+,9.0,14.0,28.0,5.0,19.0,14.0,1
20803,2021-06-01,CD,CD,CD,CD,3,3,8.0,27.0,29.0,19.0,21.0,2.0,1
20804,2021-06-01,CD,CD,CC,CL,4,3+,4.0,9.0,10.0,5.0,6.0,1.0,1
20805,2021-05-01,CD,CD,CD,CD,7,3+,18.0,20.0,22.0,2.0,4.0,2.0,1
20806,2021-07-01,CD,CD,CD,NC,2,2,20.0,34.0,,14.0,,,3
20807,2021-05-01,CD,CD,CD,CD,4,3+,7.0,21.0,30.0,14.0,23.0,9.0,1
20808,2021-07-01,CD,CD,CD,CD,3,3,4.0,5.0,36.0,1.0,32.0,31.0,1
20809,2021-06-01,CC,CC,NC,NC,1,1,17.0,,,,,,1
20810,2021-05-01,CD,CD,CD,CD,4,3+,5.0,11.0,15.0,6.0,10.0,4.0,1
20811,2021-06-01,CD,CD,HPL,NC,2,2,35.0,36.0,,1.0,,,1
20812,2021-06-01,CD,CL,CL,CL,3,3,6.0,19.0,32.0,13.0,26.0,13.0,1
20813,2021-06-01,CD,CD,CD,CD,5,3+,7.0,8.0,24.0,1.0,17.0,16.0,1
20814,2021-06-01,CD,CD,CD,CD,4,3+,25.0,29.0,32.0,4.0,7.0,3.0,1
20815,2021-07-01,CD,CD,CD,CD,4,3+,1.0,10.0,25.0,9.0,24.0,15.0,1
20816,2021-06-01,CD,CD,CC,CL,3,3,6.0,14.0,20.0,8.0,14.0,6.0,1
20817,2021-05-01,CD,CD,CD,CD,6,3+,4.0,12.0,26.0,8.0,22.0,14.0,1
20818,2021-06-01,CL,CL,CD,CD,3,3,9.0,15.0,18.0,6.0,9.0,3.0,1
20819,2021-05-01,CD,CL,HPL,CD,3,3,20.0,36.0,36.0,16.0,16.0,0.0,1
20820,2021-05-01,CD,CD,CD,CD,5,3+,14.0,21.0,24.0,7.0,10.0,3.0,1
20821,2021-07-01,CD,CD,CC,NC,2,2,8.0,37.0,,29.0,,,1
20822,2021-06-01,CD,CL,CD,CD,3,3,16.0,22.0,32.0,6.0,16.0,10.0,1
20823,2021-05-01,TW,CC,CL,CL,4,3+,12.0,12.0,20.0,0.0,8.0,8.0,1
20824,2021-05-01,CD,CD,CC,NC,2,2,26.0,40.0,,14.0,,,1
20825,2021-05-01,CD,CD,CD,CD,3,3,28.0,31.0,40.0,3.0,12.0,9.0,1
20826,2021-05-01,CD,CD,CC,CD,5,3+,7.0,7.0,27.0,0.0,20.0,20.0,1
20827,2021-05-01,CD,TW,CL,NC,2,2,8.0,20.0,,12.0,,,1
20828,2021-05-01,CD,CD,CD,CD,4,3+,5.0,7.0,17.0,2.0,12.0,10.0,1
20829,2021-05-01,CD,CL,CL,NC,2,2,15.0,29.0,,14.0,,,1
20830,2021-05-01,CD,CD,CC,CD,4,3+,26.0,28.0,32.0,2.0,6.0,4.0,1
20831,2021-05-01,CD,CD,CD,CD,5,3+,7.0,28.0,33.0,21.0,26.0,5.0,1
20832,2021-05-01,CD,CD,CC,NC,2,2,6.0,39.0,,33.0,,,1
20833,2021-05-01,CD,CD,CD,CL,3,3,11.0,12.0,19.0,1.0,8.0,7.0,1
20834,2021-05-01,CD,CC,CL,NC,2,2,11.0,40.0,,29.0,,,1
20835,2021-05-01,CD,CD,CC,CL,4,3+,12.0,12.0,30.0,0.0,18.0,18.0,1
20836,2021-05-01,CD,CL,CD,CL,3,3,3.0,13.0,36.0,10.0,33.0,23.0,1
20837,2021-05-01,CL,CL,CL,CL,3,3,11.0,14.0,28.0,3.0,17.0,14.0,1
20838,2021-05-01,CD,CD,CD,CC,3,3,9.0,25.0,32.0,16.0,23.0,7.0,1
20839,2021-05-01,CD,CD,CD,NC,2,2,1.0,41.0,,40.0,,,1
20840,2021-05-01,CD,CD,CD,CD,4,3+,13.0,24.0,34.0,11.0,21.0,10.0,1
20841,2021-05-01,CD,CL,CL,NC,2,2,18.0,27.0,,9.0,,,1
20842,2021-05-01,CD,CD,CD,NC,2,2,26.0,39.0,,13.0,,,3
20843,2021-05-01,CD,CD,CD,CD,3,3,7.0,20.0,28.0,13.0,21.0,8.0,1
20844,2021-05-01,CL,CL,NC,NC,1,1,6.0,,,,,,4
20845,2021-05-01,CD,CD,CD,CD,6,3+,5.0,13.0,17.0,8.0,12.0,4.0,1
20846,2021-05-01,CD,CL,TW,NC,2,2,8.0,9.0,,1.0,,,1
20847,2021-05-01,CD,CC,CL,CL,4,3+,11.0,11.0,24.0,0.0,13.0,13.0,1
20848,2021-05-01,CD,CL,CL,CL,3,3,5.0,13.0,18.0,8.0,13.0,5.0,1
20849,2021-05-01,CD,CD,CD,CL,3,3,14.0,20.0,37.0,6.0,23.0,17.0,1
20850,2021-05-01,CD,CC,CD,NC,2,2,12.0,13.0,,1.0,,,1
20851,2021-05-01,CD,CD,CD,CC,3,3,6.0,17.0,26.0,11.0,20.0,9.0,1
20852,2021-05-01,CD,CL,CL,CD,4,3+,5.0,15.0,25.0,10.0,20.0,10.0,1
20853,2021-05-01,CD,CD,CD,CD,4,3+,8.0,9.0,11.0,1.0,3.0,2.0,1
20854,2021-05-01,CD,CD,CD,CC,4,3+,8.0,15.0,15.0,7.0,7.0,0.0,1
20855,2021-05-01,CC,CL,NC,NC,1,1,15.0,,,,,,3
20856,2021-05-01,CD,CD,CL,NC,2,2,30.0,34.0,,4.0,,,1
20857,2021-05-01,CD,CD,CD,CD,4,3+,2.0,4.0,13.0,2.0,11.0,9.0,1
20858,2021-05-01,CD,CD,TW,NC,2,2,8.0,22.0,,14.0,,,1
20859,2021-05-01,CD,CD,CD,CD,3,3,32.0,33.0,35.0,1.0,3.0,2.0,1
20860,2021-05-01,CD,CD,CD,CD,4,3+,26.0,27.0,31.0,1.0,5.0,4.0,1
20861,2021-05-01,CD,CD,CD,CD,3,3,13.0,29.0,39.0,16.0,26.0,10.0,1
20862,2021-05-01,CD,TW,CD,NC,2,2,5.0,10.0,,5.0,,,1
20863,2021-05-01,CD,CD,CD,CD,3,3,11.0,31.0,39.0,20.0,28.0,8.0,1
20864,2021-05-01,TW,CD,CD,NC,2,2,11.0,16.0,,5.0,,,1
20865,2021-05-01,CD,CD,CD,CL,3,3,17.0,21.0,31.0,4.0,14.0,10.0,1
20866,2021-05-01,CD,CD,CD,CD,3,3,11.0,15.0,33.0,4.0,22.0,18.0,1
20867,2021-05-01,CD,CD,CD,CD,3,3,7.0,13.0,38.0,6.0,31.0,25.0,1
20868,2021-05-01,CD,CD,CD,CD,4,3+,19.0,25.0,28.0,6.0,9.0,3.0,1
20869,2021-05-01,CD,CD,CD,CD,4,3+,7.0,12.0,22.0,5.0,15.0,10.0,2
20870,2021-05-01,CD,CD,HPL,CD,3,3,13.0,28.0,36.0,15.0,23.0,8.0,1
20871,2021-05-01,CD,CC,CD,CD,4,3+,7.0,17.0,19.0,10.0,12.0,2.0,1
20872,2021-05-01,CD,CD,CD,CD,4,3+,9.0,13.0,20.0,4.0,11.0,7.0,3
20873,2021-05-01,CD,CD,CC,NC,2,2,30.0,30.0,,0.0,,,4
20874,2021-05-01,CD,CD,CD,CD,3,3,14.0,15.0,28.0,1.0,14.0,13.0,1
20875,2021-05-01,CD,CD,CD,CD,3,3,16.0,28.0,37.0,12.0,21.0,9.0,1
20876,2021-05-01,CD,CD,CC,CL,5,3+,14.0,18.0,18.0,4.0,4.0,0.0,1
20877,2021-05-01,CD,CD,CC,CD,3,3,5.0,6.0,10.0,1.0,5.0,4.0,1
20878,2021-05-01,CD,CD,CD,CD,4,3+,6.0,17.0,31.0,11.0,25.0,14.0,1
20879,2021-05-01,CD,CL,CC,CL,4,3+,10.0,25.0,25.0,15.0,15.0,0.0,1
20880,2021-05-01,CD,CC,CD,CD,3,3,12.0,36.0,41.0,24.0,29.0,5.0,1
20881,2021-05-01,CD,CL,CL,NC,2,2,5.0,12.0,,7.0,,,1
20882,2021-05-01,CD,CD,CL,NC,2,2,26.0,38.0,,12.0,,,1
20883,2021-05-01,CD,CD,CD,CD,7,3+,3.0,8.0,11.0,5.0,8.0,3.0,1
20884,2021-05-01,TW,CD,CD,NC,2,2,18.0,24.0,,6.0,,,1
20885,2021-05-01,CD,TW,CD,NC,2,2,8.0,19.0,,11.0,,,1
20886,2021-05-01,CD,CC,TW,NC,2,2,0.0,9.0,,9.0,,,1
20887,2021-05-01,CD,CD,CD,HPL,4,3+,4.0,8.0,41.0,4.0,37.0,33.0,1
20888,2021-05-01,CD,CL,CC,NC,2,2,10.0,11.0,,1.0,,,1
20889,2021-05-01,CD,CL,CD,NC,2,2,6.0,31.0,,25.0,,,2
20890,2021-05-01,TW,CD,CD,CD,3,3,10.0,16.0,29.0,6.0,19.0,13.0,1
20891,2021-05-01,CD,CD,CD,CD,3,3,5.0,35.0,41.0,30.0,36.0,6.0,1
20892,2021-05-01,CD,CD,CD,CD,4,3+,5.0,14.0,28.0,9.0,23.0,14.0,1
20893,2021-05-01,CD,CD,CD,NC,2,2,20.0,36.0,,16.0,,,8
20894,2021-05-01,CD,CD,CD,CD,3,3,15.0,30.0,36.0,15.0,21.0,6.0,1
20895,2021-05-01,CD,CD,CD,CD,4,3+,17.0,24.0,29.0,7.0,12.0,5.0,1
20896,2021-05-01,CD,CD,CD,CC,3,3,7.0,15.0,15.0,8.0,8.0,0.0,1
20897,2021-05-01,CD,CD,CD,CD,3,3,17.0,24.0,27.0,7.0,10.0,3.0,1
20898,2021-05-01,CD,CD,CD,CD,3,3,8.0,17.0,28.0,9.0,20.0,11.0,1
20899,2021-05-01,CD,CD,CL,NC,2,2,13.0,40.0,,27.0,,,3
20900,2021-05-01,TW,CD,CD,NC,2,2,11.0,39.0,,28.0,,,2
20901,2021-05-01,CC,CL,CL,NC,2,2,7.0,22.0,,15.0,,,1
20902,2021-05-01,CD,CD,CL,NC,2,2,9.0,32.0,,23.0,,,2
20903,2021-05-01,CD,CD,HPL,CD,3,3,32.0,41.0,41.0,9.0,9.0,0.0,1
20904,2021-05-01,CD,CD,CD,CD,3,3,5.0,36.0,41.0,31.0,36.0,5.0,1
20905,2021-05-01,CD,CD,CD,CC,3,3,15.0,32.0,37.0,17.0,22.0,5.0,1
20906,2021-05-01,CD,CD,CD,CD,4,3+,4.0,11.0,17.0,7.0,13.0,6.0,1
20907,2021-05-01,CD,CL,CL,CL,3,3,8.0,13.0,14.0,5.0,6.0,1.0,1
20908,2021-05-01,CD,CL,CL,CD,4,3+,13.0,24.0,27.0,11.0,14.0,3.0,1
20909,2021-05-01,CD,CD,CD,CD,4,3+,8.0,8.0,18.0,0.0,10.0,10.0,2
20910,2021-05-01,CD,CD,CD,CC,3,3,27.0,32.0,32.0,5.0,5.0,0.0,1
20911,2021-05-01,CD,CD,CL,CL,3,3,9.0,17.0,23.0,8.0,14.0,6.0,1
20912,2021-05-01,CC,CD,CL,NC,2,2,0.0,25.0,,25.0,,,1
20913,2021-05-01,CD,CD,CD,CD,4,3+,0.0,18.0,27.0,18.0,27.0,9.0,1
20914,2021-05-01,CD,CL,CL,CL,4,3+,10.0,20.0,24.0,10.0,14.0,4.0,1
20915,2021-05-01,CD,CD,CD,CD,3,3,5.0,26.0,29.0,21.0,24.0,3.0,1
20916,2021-05-01,CD,CL,TW,NC,2,2,4.0,26.0,,22.0,,,1
20917,2021-05-01,CD,CD,CD,CD,3,3,2.0,7.0,27.0,5.0,25.0,20.0,1
20918,2021-05-01,CD,CL,CL,NC,2,2,16.0,21.0,,5.0,,,2
20919,2021-05-01,TW,HPL,NC,NC,1,1,35.0,,,,,,1
20920,2021-05-01,CD,CC,CL,NC,2,2,8.0,9.0,,1.0,,,1
20921,2021-05-01,CD,CD,CL,CD,3,3,13.0,17.0,19.0,4.0,6.0,2.0,1
20922,2021-05-01,CD,CD,CL,CD,3,3,11.0,14.0,35.0,3.0,24.0,21.0,1
20923,2021-05-01,CD,CD,CD,CD,4,3+,5.0,12.0,20.0,7.0,15.0,8.0,1
20924,2021-05-01,CD,CD,CC,CD,5,3+,5.0,6.0,8.0,1.0,3.0,2.0,1
20925,2021-05-01,CD,CD,CD,CD,3,3,3.0,11.0,15.0,8.0,12.0,4.0,1
20926,2021-05-01,CD,CD,CD,NC,2,2,0.0,25.0,,25.0,,,2
20927,2021-05-01,CD,TW,CD,CD,3,3,5.0,12.0,26.0,7.0,21.0,14.0,1
20928,2021-05-01,CD,CD,CD,CD,3,3,5.0,16.0,22.0,11.0,17.0,6.0,2
20929,2021-05-01,CD,HPL,CD,NC,2,2,27.0,34.0,,7.0,,,1
20930,2021-05-01,CD,CL,CL,CC,3,3,5.0,14.0,32.0,9.0,27.0,18.0,1
20931,2021-05-01,CD,CD,TW,HPL,4,3+,27.0,29.0,34.0,2.0,7.0,5.0,1
20932,2021-05-01,CD,CD,CD,NC,2,2,3.0,39.0,,36.0,,,1
20933,2021-05-01,CC,CD,TW,NC,2,2,0.0,15.0,,15.0,,,1
20934,2021-05-01,CD,CL,CC,CD,4,3+,11.0,11.0,11.0,0.0,0.0,0.0,1
20935,2021-05-01,CD,CD,CD,CD,4,3+,1.0,3.0,28.0,2.0,27.0,25.0,1
20936,2021-05-01,CD,CL,CL,CC,3,3,6.0,22.0,37.0,16.0,31.0,15.0,1
20937,2021-05-01,CD,CD,CD,CD,5,3+,20.0,33.0,36.0,13.0,16.0,3.0,2
20938,2021-05-01,CD,CL,CD,CL,3,3,14.0,27.0,40.0,13.0,26.0,13.0,1
20939,2021-05-01,CD,CC,CD,TW,6,3+,1.0,6.0,12.0,5.0,11.0,6.0,1
20940,2021-05-01,CD,CD,CD,CD,3,3,12.0,17.0,20.0,5.0,8.0,3.0,1
20941,2021-05-01,TW,CD,HPL,NC,2,2,4.0,32.0,,28.0,,,1
20942,2021-05-01,TW,CD,CL,CC,3,3,13.0,17.0,36.0,4.0,23.0,19.0,1
20943,2021-05-01,CD,CD,CD,CC,3,3,7.0,14.0,31.0,7.0,24.0,17.0,1
20944,2021-05-01,CD,TW,CD,CD,5,3+,9.0,27.0,32.0,18.0,23.0,5.0,1
20945,2021-05-01,CD,CD,CL,CD,5,3+,9.0,16.0,19.0,7.0,10.0,3.0,1
20946,2021-05-01,CD,HPL,CD,CD,3,3,32.0,32.0,35.0,0.0,3.0,3.0,1
20947,2021-05-01,CD,CL,CL,CL,3,3,5.0,11.0,16.0,6.0,11.0,5.0,1
20948,2021-05-01,CD,CC,CL,CL,5,3+,0.0,9.0,24.0,9.0,24.0,15.0,1
20949,2021-05-01,CD,CL,CL,NC,2,2,6.0,32.0,,26.0,,,2
20950,2021-05-01,CC,CL,CD,NC,2,2,13.0,33.0,,20.0,,,1
20951,2021-05-01,CD,CD,TW,TW,3,3,5.0,14.0,19.0,9.0,14.0,5.0,1
20952,2021-05-01,CD,CD,CD,CD,4,3+,8.0,8.0,13.0,0.0,5.0,5.0,1
20953,2021-05-01,CD,CD,CC,NC,2,2,9.0,15.0,,6.0,,,2
20954,2021-05-01,CL,CL,NC,NC,1,1,15.0,,,,,,2
20955,2021-05-01,CD,CD,CD,CD,3,3,9.0,27.0,40.0,18.0,31.0,13.0,1
20956,2021-05-01,CD,CD,CD,CD,5,3+,17.0,28.0,33.0,11.0,16.0,5.0,1
20957,2021-05-01,CD,CD,CD,CD,4,3+,10.0,14.0,23.0,4.0,13.0,9.0,1
20958,2021-05-01,CD,CD,CL,CL,3,3,5.0,7.0,34.0,2.0,29.0,27.0,1
20959,2021-05-01,CD,CD,CD,CD,3,3,12.0,18.0,34.0,6.0,22.0,16.0,1
20960,2021-05-01,CD,CL,CL,CL,4,3+,7.0,22.0,33.0,15.0,26.0,11.0,1
20961,2021-05-01,CD,CD,TW,CD,3,3,11.0,24.0,33.0,13.0,22.0,9.0,1
20962,2021-05-01,CD,CD,CC,CD,3,3,10.0,10.0,38.0,0.0,28.0,28.0,1
20963,2021-05-01,CD,CD,CD,HPL,4,3+,13.0,32.0,40.0,19.0,27.0,8.0,1
20964,2021-05-01,CD,CD,CD,CD,5,3+,11.0,18.0,31.0,7.0,20.0,13.0,1
20965,2021-05-01,CD,CD,CD,NC,2,2,21.0,22.0,,1.0,,,2
20966,2021-05-01,CD,CL,CD,NC,2,2,11.0,15.0,,4.0,,,2
20967,2021-05-01,CD,CD,CD,NC,2,2,17.0,19.0,,2.0,,,1
20968,2021-05-01,CD,CD,CD,CD,5,3+,16.0,22.0,28.0,6.0,12.0,6.0,1
20969,2021-05-01,CD,CL,CL,NC,2,2,6.0,25.0,,19.0,,,1
20970,2021-05-01,CD,CC,CD,NC,2,2,11.0,27.0,,16.0,,,1
20971,2021-05-01,CL,CL,CL,CC,4,3+,17.0,22.0,30.0,5.0,13.0,8.0,1
20972,2021-05-01,CD,CC,CD,CD,3,3,1.0,4.0,6.0,3.0,5.0,2.0,1
20973,2021-05-01,CD,CD,CD,CD,5,3+,6.0,10.0,35.0,4.0,29.0,25.0,1
20974,2021-05-01,CD,CD,CL,CD,6,3+,7.0,16.0,26.0,9.0,19.0,10.0,1
20975,2021-05-01,CD,CD,HPL,CD,3,3,35.0,41.0,41.0,6.0,6.0,0.0,1
20976,2021-06-01,CD,CD,CD,CD,6,3+,4.0,12.0,17.0,8.0,13.0,5.0,2
20977,2021-06-01,CD,CD,CD,CD,3,3,25.0,27.0,31.0,2.0,6.0,4.0,1
20978,2021-06-01,CL,CD,NC,NC,1,1,26.0,,,,,,3
20979,2021-06-01,CD,CD,CC,CD,4,3+,18.0,29.0,31.0,11.0,13.0,2.0,1
20980,2021-06-01,CD,CD,CL,NC,2,2,25.0,31.0,,6.0,,,1
20981,2021-06-01,CD,CD,CL,CC,4,3+,8.0,16.0,23.0,8.0,15.0,7.0,1
20982,2021-06-01,CD,CD,CD,CL,3,3,7.0,13.0,24.0,6.0,17.0,11.0,1
20983,2021-06-01,CD,CD,CD,CD,4,3+,4.0,17.0,29.0,13.0,25.0,12.0,1
20984,2021-06-01,CD,CD,CD,CD,3,3,5.0,28.0,32.0,23.0,27.0,4.0,1
20985,2021-06-01,CD,CD,CD,CC,3,3,22.0,30.0,35.0,8.0,13.0,5.0,1
20986,2021-06-01,CD,CD,CD,CD,3,3,6.0,11.0,24.0,5.0,18.0,13.0,1
20987,2021-06-01,CD,CL,TW,CD,6,3+,8.0,13.0,19.0,5.0,11.0,6.0,1
20988,2021-06-01,CD,CD,CC,CD,5,3+,4.0,4.0,7.0,0.0,3.0,3.0,1
20989,2021-06-01,CD,CD,CD,CD,3,3,16.0,17.0,18.0,1.0,2.0,1.0,1
20990,2021-06-01,CD,CD,CL,CL,5,3+,3.0,6.0,21.0,3.0,18.0,15.0,1
20991,2021-06-01,CD,CD,HPL,NC,2,2,24.0,36.0,,12.0,,,1
20992,2021-06-01,CD,CD,CD,CD,4,3+,7.0,13.0,20.0,6.0,13.0,7.0,1
20993,2021-06-01,CD,CD,CD,CD,3,3,7.0,33.0,37.0,26.0,30.0,4.0,1
20994,2021-06-01,CD,CD,CD,CD,3,3,12.0,26.0,38.0,14.0,26.0,12.0,1
20995,2021-06-01,CD,CC,CD,NC,2,2,10.0,10.0,,0.0,,,1
20996,2021-06-01,CD,CD,CD,CL,4,3+,4.0,10.0,10.0,6.0,6.0,0.0,1
20997,2021-06-01,CD,CD,CD,CC,4,3+,11.0,12.0,12.0,1.0,1.0,0.0,1
20998,2021-06-01,CD,CD,CD,NC,2,2,17.0,32.0,,15.0,,,2
20999,2021-06-01,CD,CD,CD,CL,3,3,15.0,30.0,34.0,15.0,19.0,4.0,1
21000,2021-06-01,CL,CL,CL,NC,2,2,13.0,18.0,,5.0,,,2
21001,2021-06-01,CD,CD,CD,CC,5,3+,14.0,17.0,17.0,3.0,3.0,0.0,1
21002,2021-06-01,CD,CD,CD,NC,2,2,0.0,35.0,,35.0,,,2
21003,2021-06-01,CD,CD,CD,CD,4,3+,8.0,24.0,33.0,16.0,25.0,9.0,1
21004,2021-06-01,CD,CD,CD,CC,4,3+,12.0,25.0,26.0,13.0,14.0,1.0,1
21005,2021-06-01,CL,CD,CL,HPL,4,3+,7.0,11.0,25.0,4.0,18.0,14.0,1
21006,2021-06-01,CD,CD,CL,NC,2,2,16.0,20.0,,4.0,,,1
21007,2021-06-01,CD,TW,CD,NC,2,2,0.0,36.0,,36.0,,,1
21008,2021-06-01,CD,CD,CD,NC,2,2,2.0,6.0,,4.0,,,5
21009,2021-06-01,CL,CD,CD,CC,4,3+,16.0,25.0,25.0,9.0,9.0,0.0,1
21010,2021-06-01,CD,CL,TW,CD,4,3+,18.0,19.0,25.0,1.0,7.0,6.0,1
21011,2021-06-01,CD,CD,CD,CD,3,3,10.0,19.0,21.0,9.0,11.0,2.0,1
21012,2021-06-01,CD,CD,CD,CD,3,3,16.0,22.0,27.0,6.0,11.0,5.0,1
21013,2021-06-01,CD,CD,CD,NC,2,2,15.0,34.0,,19.0,,,8
21014,2021-06-01,CD,CD,CL,CL,3,3,4.0,10.0,12.0,6.0,8.0,2.0,1
21015,2021-06-01,CD,CD,CC,NC,2,2,6.0,35.0,,29.0,,,1
21016,2021-06-01,CL,CD,CL,NC,2,2,0.0,8.0,,8.0,,,1
21017,2021-06-01,CC,CD,CD,NC,2,2,0.0,12.0,,12.0,,,3
21018,2021-06-01,CC,CD,CD,NC,2,2,0.0,23.0,,23.0,,,1
21019,2021-06-01,CD,CD,CD,NC,2,2,13.0,33.0,,20.0,,,5
21020,2021-06-01,CD,CL,CL,NC,2,2,14.0,21.0,,7.0,,,3
21021,2021-06-01,CD,CD,CL,CL,3,3,21.0,28.0,39.0,7.0,18.0,11.0,1
21022,2021-06-01,CD,CD,CD,CC,8,3+,6.0,17.0,19.0,11.0,13.0,2.0,1
21023,2021-06-01,CD,CD,CD,CD,3,3,2.0,23.0,23.0,21.0,21.0,0.0,1
21024,2021-06-01,CD,CL,CD,CL,4,3+,5.0,7.0,13.0,2.0,8.0,6.0,1
21025,2021-06-01,CD,CD,CD,CD,4,3+,6.0,8.0,28.0,2.0,22.0,20.0,1
21026,2021-06-01,CD,CD,CD,CD,3,3,9.0,12.0,29.0,3.0,20.0,17.0,1
21027,2021-06-01,CL,CL,CD,NC,2,2,9.0,12.0,,3.0,,,1
21028,2021-06-01,CD,CD,CD,CC,5,3+,9.0,16.0,16.0,7.0,7.0,0.0,1
21029,2021-06-01,CD,CD,CC,CL,4,3+,6.0,6.0,10.0,0.0,4.0,4.0,2
21030,2021-06-01,CD,CD,CD,CD,3,3,3.0,6.0,9.0,3.0,6.0,3.0,1
21031,2021-06-01,CL,CC,CL,NC,2,2,11.0,13.0,,2.0,,,1
21032,2021-06-01,CD,CD,CD,CD,3,3,20.0,33.0,37.0,13.0,17.0,4.0,2
21033,2021-06-01,CD,CL,CD,CC,3,3,4.0,6.0,21.0,2.0,17.0,15.0,1
21034,2021-06-01,CD,CD,TW,NC,2,2,5.0,39.0,,34.0,,,1
21035,2021-06-01,CD,CD,CD,CC,3,3,31.0,37.0,37.0,6.0,6.0,0.0,1
21036,2021-06-01,CD,CD,CD,CD,3,3,22.0,30.0,35.0,8.0,13.0,5.0,1
21037,2021-06-01,CD,CD,CD,CD,3,3,15.0,29.0,31.0,14.0,16.0,2.0,1
21038,2021-06-01,CD,CL,CD,CD,3,3,7.0,25.0,38.0,18.0,31.0,13.0,1
21039,2021-07-01,CD,CC,CC,NC,2,2,2.0,16.0,,14.0,,,1
21040,2021-06-01,TW,CL,CL,NC,2,2,10.0,12.0,,2.0,,,1
21041,2021-06-01,CD,CD,CC,NC,2,2,0.0,15.0,,15.0,,,1
21042,2021-06-01,CD,CD,CD,CL,4,3+,2.0,7.0,11.0,5.0,9.0,4.0,1
21043,2021-06-01,CD,CD,CD,CC,5,3+,5.0,8.0,30.0,3.0,25.0,22.0,1
21044,2021-06-01,CD,CD,CD,CD,3,3,26.0,30.0,35.0,4.0,9.0,5.0,1
21045,2021-06-01,CD,CD,CD,CD,4,3+,9.0,15.0,21.0,6.0,12.0,6.0,1
21046,2021-06-01,TW,CD,CL,CL,4,3+,13.0,17.0,23.0,4.0,10.0,6.0,1
21047,2021-06-01,CD,CD,CD,CD,5,3+,12.0,29.0,32.0,17.0,20.0,3.0,1
21048,2021-06-01,CD,CL,CD,CD,4,3+,11.0,30.0,38.0,19.0,27.0,8.0,1
